,id,username,tweet_text,retweets,location,created_at,sentiment,subjectivity,created_at_est,created_date
6,1329398991554015232,realDonaldTrump,"It was my great honor to help, a tremendous achievement! ",7447,"Washington, DC",2020-11-19 12:19:53,0.6083333333333334,0.875,2020-11-19 07:19:53-05:00,2020-11-19
7,1329398296184557570,realDonaldTrump,Looking good! ,5503,"Washington, DC",2020-11-19 12:17:07,0.875,0.6000000000000001,2020-11-19 07:17:07-05:00,2020-11-19
0,1329424134166687744,realDonaldTrump,"Almost ZERO ballots rejected in Georgia this election. In years past, close to 4%. Not possible. Must have signature check on envelopes now. Very easy to do. Dems fighting because they got caught. Far more votes than needed for flip. Republicans must get tough! @BrianKempGA",8039,"Washington, DC",2020-11-19 13:59:47,0.0712037037037037,0.7638888888888888,2020-11-19 08:59:47-05:00,2020-11-19
0,1329459995893764102,realDonaldTrump,"“Evidence of voter fraud continues to grow, including 20,000 dead people on the Pennsylvania voters roll and many thousands all over the Country. Now, there has been an artificial number of votes in favor of Joe Biden.” @OANN",4,"Washington, DC",2020-11-19 16:22:17,-0.09999999999999999,0.6333333333333333,2020-11-19 11:22:17-05:00,2020-11-19
0,1329463691205627910,realDonaldTrump,"THE COVID DRUGS NOW AVAILABLE TO MAKE PEOPLE BETTER ARE AMAZING, BUT SELDOM TALKED ABOUT BY THE MEDIA! Mortality rate is 85% down!",13430,"Washington, DC",2020-11-19 16:36:58,0.36388888888888893,0.5222222222222223,2020-11-19 11:36:58-05:00,2020-11-19
0,1329478149609041927,realDonaldTrump,"Lawyers now on @newsmax, @OANN &amp; maybe @FoxNews. An open and shut case of voter fraud. Massive numbers!",18119,"Washington, DC",2020-11-19 17:34:26,0.0,0.75,2020-11-19 12:34:26-05:00,2020-11-19
0,1329521771041726465,realDonaldTrump,We withdrew because we won! ,13255,"Washington, DC",2020-11-19 20:27:46,0.0,0.0,2020-11-19 15:27:46-05:00,2020-11-19
1,1329521429575049231,realDonaldTrump,Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election  via @BreitbartNews Rigged Election!,8632,"Washington, DC",2020-11-19 20:26:24,0.25,0.75,2020-11-19 15:26:24-05:00,2020-11-19
0,1329568106621128706,realDonaldTrump,So true. Thanks Jody! ,11795,"Washington, DC",2020-11-19 23:31:53,0.3,0.42500000000000004,2020-11-19 18:31:53-05:00,2020-11-19
0,1329602736053252107,realDonaldTrump,"Look at this in Michigan! A day AFTER the election, Biden receives a dump of 134,886 votes at 6:31AM!  ",16123,"Washington, DC",2020-11-20 01:49:29,0.0,0.0,2020-11-19 20:49:29-05:00,2020-11-19
0,1329760015314464770,realDonaldTrump,A Rigged Election! ,484,"Washington, DC",2020-11-20 12:14:28,0.0,0.0,2020-11-20 07:14:28-05:00,2020-11-20
0,1329771800369225729,realDonaldTrump,"Thank you Elizabeth, LOVE! ",2410,"Washington, DC",2020-11-20 13:01:17,0.625,0.6,2020-11-20 08:01:17-05:00,2020-11-20
1,1329770522306113536,realDonaldTrump,The great @FoxNews daytime ratings CRASH will only get worse! ,3978,"Washington, DC",2020-11-20 12:56:13,0.10000000000000002,0.7833333333333333,2020-11-20 07:56:13-05:00,2020-11-20
2,1329769666546372613,realDonaldTrump,"RINO Mitt Romney should read this. I’m sure, however, that he feels he got slaughtering by Obama “fair and square”. ",4311,"Washington, DC",2020-11-20 12:52:49,0.6,0.8944444444444444,2020-11-20 07:52:49-05:00,2020-11-20
3,1329761663323672576,realDonaldTrump,@justin_hart There will be no lockdowns other than those done by certain Democrat governors!,2268,"Washington, DC",2020-11-20 12:21:00,0.07142857142857142,0.4732142857142857,2020-11-20 07:21:00-05:00,2020-11-20
4,1329761125404205057,realDonaldTrump,Will use these charts in court case. The Election was a HOAX. Thank you Justin! ,11313,"Washington, DC",2020-11-20 12:18:52,0.0,0.0,2020-11-20 07:18:52-05:00,2020-11-20
0,1329784812257890306,realDonaldTrump,Giuliani: The Case for Election Fraud Being Made By Americans  via @BreitbartNews,6977,"Washington, DC",2020-11-20 13:53:00,0.0,0.0,2020-11-20 08:53:00-05:00,2020-11-20
0,1329852177637134337,realDonaldTrump,News Conference on Reduced Drug Prices at 2:30 P.M.,11869,"Washington, DC",2020-11-20 18:20:41,0.0,0.0,2020-11-20 13:20:41-05:00,2020-11-20
0,1329871776889925636,realDonaldTrump,"...Why won’t they do it, and why are they so fast to certify a meaningless tally?",15639,"Washington, DC",2020-11-20 19:38:34,-0.15,0.8,2020-11-20 14:38:34-05:00,2020-11-20
1,1329871775707107335,realDonaldTrump,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...",31570,"Washington, DC",2020-11-20 19:38:33,-0.25,0.3,2020-11-20 14:38:33-05:00,2020-11-20
0,1330123341487861760,realDonaldTrump,Trump Announces Groundbreaking Rules to Lower Prescription Drug Prices  via @BreitbartNews,8112,"Washington, DC",2020-11-21 12:18:11,0.0,0.0,2020-11-21 07:18:11-05:00,2020-11-21
0,1330148622898515969,realDonaldTrump,Big voter fraud information coming out concerning Georgia. Stay tuned!,9520,"Washington, DC",2020-11-21 13:58:39,0.0,0.1,2020-11-21 08:58:39-05:00,2020-11-21
1,1330144327843123201,realDonaldTrump,I agree! ,3569,"Washington, DC",2020-11-21 13:41:35,0.0,0.0,2020-11-21 08:41:35-05:00,2020-11-21
2,1330139233470844928,realDonaldTrump,My son Donald is doing very well. Thank you!,10595,"Washington, DC",2020-11-21 13:21:20,0.25,0.3,2020-11-21 08:21:20-05:00,2020-11-21
3,1330137741078695939,realDonaldTrump,Massive voter fraud will be shown! ,10899,"Washington, DC",2020-11-21 13:15:24,0.0,1.0,2020-11-21 08:15:24-05:00,2020-11-21
4,1330137267680186371,realDonaldTrump,"This is true, but much different than reported by the media. We will show massive and unprecedented fraud! ",9019,"Washington, DC",2020-11-21 13:13:32,0.275,0.7875,2020-11-21 08:13:32-05:00,2020-11-21
0,1330199019222671368,realDonaldTrump,Check out @PastorDScott’s new show tonight at 7:00pm on @RealAmVoice. Good luck Darrell! ,7069,"Washington, DC",2020-11-21 17:18:54,0.5056818181818181,0.5272727272727273,2020-11-21 12:18:54-05:00,2020-11-21
0,1330248268656357376,realDonaldTrump,Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia  via  BreitbartNews  Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!,11800,"Washington, DC",2020-11-21 20:34:36,0.375,0.3666666666666667,2020-11-21 15:34:36-05:00,2020-11-21
0,1330273053104885762,realDonaldTrump,"Joe Biden was a total disaster in handling the H1N1 Swine Flu, would never have produced a Vaccine in record time (years ahead of schedule), and would do a terrible job of Vaccine delivery - But doesn’t everybody already know that!",117,"Washington, DC",2020-11-21 22:13:05,-0.5,0.875,2020-11-21 17:13:05-05:00,2020-11-21
1,1330259856662654978,realDonaldTrump,"“President Trump has done many great things (biggest tax &amp; regulation cuts in history, Space Force, rebuilding our military, fixing the V.A., the Wall), but perhaps the most important of all will be what he is doing now, exposing the massive corruption in our Electoral Process.”",21425,"Washington, DC",2020-11-21 21:20:39,0.35000000000000003,0.6416666666666667,2020-11-21 16:20:39-05:00,2020-11-21
0,1330282078223687686,realDonaldTrump,"Fake News always “forgets” to mention that far fewer people are dying when they get Covid. This is do to both our advanced therapeutics, and the gained knowledge of our great doctors, nurses and front line workers!",10411,"Washington, DC",2020-11-21 22:48:57,0.25,0.8375,2020-11-21 17:48:57-05:00,2020-11-21
1,1330278689200857088,realDonaldTrump,"The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!",10697,"Washington, DC",2020-11-21 22:35:29,-0.044444444444444446,0.6055555555555555,2020-11-21 17:35:29-05:00,2020-11-21
0,1330288302663069701,realDonaldTrump,The Media is just as corrupt as the Election itself!,34226,"Washington, DC",2020-11-21 23:13:41,-0.625,1.0,2020-11-21 18:13:41-05:00,2020-11-21
0,1330319750094860290,realDonaldTrump,"....the COURAGE to do what has to be done to maintain the integrity of our Elections,  and the United States of America itself. THE WORLD IS WATCHING!!!",2964,"Washington, DC",2020-11-22 01:18:39,0.0,0.0,2020-11-21 20:18:39-05:00,2020-11-21
1,1330319748660416513,realDonaldTrump,"Why is Joe Biden so quickly forming a Cabinet when my investigators have found hundreds of thousands of fraudulent votes, enough to “flip” at least four States, which in turn is more than enough to win the Election? Hopefully the Courts and/or Legislatures will have....",4422,"Washington, DC",2020-11-22 01:18:38,0.22222222222222224,0.4666666666666666,2020-11-21 20:18:38-05:00,2020-11-21
0,1330327620148465664,realDonaldTrump,"Sorry Liz, can’t accept the results of an election with hundreds of thousands of fraudulent votes cast, enough to easily flip the Election. You’re just unhappy that I’m bringing the troops back home where they belong! ",10712,"Washington, DC",2020-11-22 01:49:55,-0.13333333333333333,0.6466666666666667,2020-11-21 20:49:55-05:00,2020-11-21
0,1330361495897731073,realDonaldTrump,....WILL APPEAL!!!,2486,"Washington, DC",2020-11-22 04:04:32,0.0,0.0,2020-11-21 23:04:32-05:00,2020-11-21
1,1330361494710661120,realDonaldTrump,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is an appointment of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, &amp; Obama - No wonder. 900,000 Fraudulent Votes! ",4066,"Washington, DC",2020-11-22 04:04:31,0.1,0.1,2020-11-21 23:04:31-05:00,2020-11-21
0,1330374263581368320,realDonaldTrump,....WILL APPEAL!,2377,"Washington, DC",2020-11-22 04:55:16,0.0,0.0,2020-11-21 23:55:16-05:00,2020-11-21
1,1330374020613758977,realDonaldTrump,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, &amp; Obama - No wonder. 900,000 Fraudulent Votes! ",4274,"Washington, DC",2020-11-22 04:54:18,0.1,0.1,2020-11-21 23:54:18-05:00,2020-11-21
2,1330368448552169474,realDonaldTrump,"“Dominion-izing the Vote”
Part Three via @OANN @ChanelRion ",3655,"Washington, DC",2020-11-22 04:32:09,0.0,0.0,2020-11-21 23:32:09-05:00,2020-11-21
3,1330368206968643584,realDonaldTrump,"“Dominion-izing the Vote”
Part Two via @OANN @ChanelRion 
",4271,"Washington, DC",2020-11-22 04:31:12,0.0,0.0,2020-11-21 23:31:12-05:00,2020-11-21
4,1330367988621594625,realDonaldTrump,"“Dominion-izing the Vote”
Part One via @OANN @ChanelRion 
",8765,"Washington, DC",2020-11-22 04:30:20,0.0,0.0,2020-11-21 23:30:20-05:00,2020-11-21
5,1330366347365257217,realDonaldTrump,True! ,4174,"Washington, DC",2020-11-22 04:23:48,0.4375,0.65,2020-11-21 23:23:48-05:00,2020-11-21
6,1330364307335426051,realDonaldTrump,"They never thought a Vaccine could be done so soon but don’t worry, they will try to give the credit to Biden! ",6101,"Washington, DC",2020-11-22 04:15:42,0.0,0.0,2020-11-21 23:15:42-05:00,2020-11-21
0,1330484124876943365,realDonaldTrump,...And neither am I! ,1116,"Washington, DC",2020-11-22 12:11:49,0.0,0.0,2020-11-22 07:11:49-05:00,2020-11-22
0,1330487975529095169,realDonaldTrump,SO TRUE! ,6127,"Washington, DC",2020-11-22 12:27:07,0.4375,0.65,2020-11-22 07:27:07-05:00,2020-11-22
1,1330487624402935808,realDonaldTrump,Thank you! ,4643,"Washington, DC",2020-11-22 12:25:43,0.0,0.0,2020-11-22 07:25:43-05:00,2020-11-22
2,1330487246236028935,realDonaldTrump,It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence! ,7811,"Washington, DC",2020-11-22 12:24:13,-0.20833333333333334,0.5208333333333333,2020-11-22 07:24:13-05:00,2020-11-22
0,1330499656003039232,realDonaldTrump,"Just arrived at Virtual G20. Was here yesterday also (early), but some of the Fake News Media failed to report it accurately - as usual. My speech is available (they said I didn’t make a speech).",17823,"Washington, DC",2020-11-22 13:13:32,-0.14999999999999997,0.45,2020-11-22 08:13:32-05:00,2020-11-22
0,1330556513589620736,realDonaldTrump,"Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South Korea  via @BreitbartNews. This RINO will never make the grade. Hogan is just as bad as the flawed tests he paid big money for!",4132,"Washington, DC",2020-11-22 16:59:28,-0.42499999999999993,0.44166666666666665,2020-11-22 11:59:28-05:00,2020-11-22
1,1330555645213483016,realDonaldTrump,"Other than politics, how do you lose a case where large numbers of voters, far more than you need to flip Pennsylvania, are disenfranchised? Vote Observers thrown out of counting rooms. People going to vote finding out they have already voted through a fake ballot - go home!",7821,"Washington, DC",2020-11-22 16:56:01,0.012857142857142855,0.6607142857142858,2020-11-22 11:56:01-05:00,2020-11-22
0,1330600542159167488,realDonaldTrump,.@Larry_Kudlow note to @EamonJavers @CNBC....  ,4764,"Washington, DC",2020-11-22 19:54:25,0.0,0.0,2020-11-22 14:54:25-05:00,2020-11-22
0,1330737141794676736,realDonaldTrump,"Data: Trump‘s Anti-Globalism, Pro-Police Message Wins Over Hispanics  via @BreitbartNews Great, but we also won the election!",3900,"Washington, DC",2020-11-23 04:57:13,0.65,0.475,2020-11-22 23:57:13-05:00,2020-11-22
1,1330732289018503170,realDonaldTrump,"In certain swing states, there were more votes than people who voted, and in big numbers. Does that not really matter? Stopping Poll Watchers, voting for unsuspecting people, fake ballots and so much more. Such egregious conduct. We will win!",14086,"Washington, DC",2020-11-23 04:37:56,0.2017857142857143,0.4714285714285714,2020-11-22 23:37:56-05:00,2020-11-22
0,1331013908971261953,realDonaldTrump,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.",15182,"Washington, DC",2020-11-23 23:16:59,0.3333333333333333,0.14166666666666666,2020-11-23 18:16:59-05:00,2020-11-23
1,1331013907859845121,realDonaldTrump,"I want to thank Emily Murphy at GSA for her steadfast dedication and loyalty to our Country. She has been harassed, threatened, and abused – and I do not want to see this happen to her, her family, or employees of GSA. Our case STRONGLY continues, we will keep up the good...",22925,"Washington, DC",2020-11-23 23:16:59,0.5111111111111111,0.7111111111111111,2020-11-23 18:16:59-05:00,2020-11-23
0,1331086969183621120,realDonaldTrump,What does GSA being allowed to preliminarily work with the Dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in American political history? We are moving full speed ahead. Will never concede to fake ballots &amp; “Dominion”.,8115,"Washington, DC",2020-11-24 04:07:18,-0.03819444444444445,0.49236111111111114,2020-11-23 23:07:18-05:00,2020-11-23
0,1331219312112250890,realDonaldTrump,Are you listening Republicans? ,7326,"Washington, DC",2020-11-24 12:53:11,0.0,0.0,2020-11-24 07:53:11-05:00,2020-11-24
1,1331219093563781122,realDonaldTrump,"Thank you Randy, working hard to clean up the stench of the 2020 Election Hoax! ",5231,"Washington, DC",2020-11-24 12:52:19,0.08333333333333334,0.6208333333333333,2020-11-24 07:52:19-05:00,2020-11-24
2,1331218534890958849,realDonaldTrump,No! ,5782,"Washington, DC",2020-11-24 12:50:06,0.0,0.0,2020-11-24 07:50:06-05:00,2020-11-24
3,1331214247955738624,realDonaldTrump,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘  via @BreitbartNews They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!",10526,"Washington, DC",2020-11-24 12:33:04,0.30166666666666664,0.5583333333333333,2020-11-24 07:33:04-05:00,2020-11-24
0,1331247567041081345,realDonaldTrump,"Remember, the GSA has been terrific, and Emily Murphy has done a great job, but the GSA does not determine who the next President of the United States will be.",13032,"Washington, DC",2020-11-24 14:45:28,0.26666666666666666,0.5833333333333334,2020-11-24 09:45:28-05:00,2020-11-24
0,1331328530391719937,realDonaldTrump,"On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey.... ",3052,"Washington, DC",2020-11-24 20:07:11,0.47428571428571425,0.7121428571428572,2020-11-24 15:07:11-05:00,2020-11-24
0,1331353634039341056,realDonaldTrump,AMERICA FIRST!!!,18358,"Washington, DC",2020-11-24 21:46:56,0.48828125,0.3333333333333333,2020-11-24 16:46:56-05:00,2020-11-24
1,1331393814028820481,realDonaldTrump,...This could also be very helpful to @SenDavidPerdue and @SenatorLoeffler. Why is he afraid of Stacey Abrams? We don’t need the ballots — we only need the signed envelopes!,3020,"Washington, DC",2020-11-25 00:26:36,-0.13333333333333333,0.7333333333333334,2020-11-24 19:26:36-05:00,2020-11-24
2,1331393812728573952,realDonaldTrump,"Why isn’t the @GASecofState Brad Raffensperger, a so-called Republican, allowing us to look at signatures on envelopes for verification? We will find tens of thousands of fraudulent and illegal votes...",4916,"Washington, DC",2020-11-25 00:26:35,-0.5,0.5,2020-11-24 19:26:35-05:00,2020-11-24
0,1331404288149643264,realDonaldTrump,"Should President Trump concede to Biden? Poll Results: No: 190,593  (98.9%) Yes: 2,181  (1.1%) Total Votes: 192,774. @gregkellyusa @newsmax For the good of our Country we must prevail!",11354,"Washington, DC",2020-11-25 01:08:13,0.4375,0.675,2020-11-24 20:08:13-05:00,2020-11-24
1,1331400986481586176,realDonaldTrump,Great job @DrPaulGosar. Thanks!,5880,"Washington, DC",2020-11-25 00:55:06,0.525,0.475,2020-11-24 19:55:06-05:00,2020-11-24
0,1331441009230745602,realDonaldTrump, ,7177,"Washington, DC",2020-11-25 03:34:08,0.0,0.0,2020-11-24 22:34:08-05:00,2020-11-24
0,1331624798372438018,realDonaldTrump,But 2020 is a long way from over! ,10969,"Washington, DC",2020-11-25 15:44:26,-0.0625,0.4,2020-11-25 10:44:26-05:00,2020-11-25
1,1331622091272163329,realDonaldTrump,"Marc Morano,   “Perhaps President Trump’s greatest accomplishment is United States Energy Dominance.”",7207,"Washington, DC",2020-11-25 15:33:41,1.0,1.0,2020-11-25 10:33:41-05:00,2020-11-25
0,1331655154492448770,realDonaldTrump,RIGGED ELECTION!,18080,"Washington, DC",2020-11-25 17:45:04,0.0,0.0,2020-11-25 12:45:04-05:00,2020-11-25
0,1331671788338753542,realDonaldTrump,Rudy Giuliani is right now on @OANN!,8402,"Washington, DC",2020-11-25 18:51:10,0.3571428571428571,0.5357142857142857,2020-11-25 13:51:10-05:00,2020-11-25
0,1331684437705302018,realDonaldTrump,I will be speaking before a very important Pennsylvania State Senate hearing which is in process now. Talking about the massive voter fraud which took place in the 2020 Election!,16891,"Washington, DC",2020-11-25 19:41:26,0.26,1.0,2020-11-25 14:41:26-05:00,2020-11-25
0,1331706255212228608,realDonaldTrump,"It is my Great Honor to announce that General Michael T. Flynn has been granted a Full Pardon. Congratulations to @GenFlynn and his wonderful family, I know you will now have a truly fantastic Thanksgiving!",7110,"Washington, DC",2020-11-25 21:08:07,0.54,0.74,2020-11-25 16:08:07-05:00,2020-11-25
1,1331695288231333890,realDonaldTrump, ,11948,"Washington, DC",2020-11-25 20:24:33,0.0,0.0,2020-11-25 15:24:33-05:00,2020-11-25
0,1331755585847644160,realDonaldTrump,Great people. Tonight! ,2106,"Washington, DC",2020-11-26 00:24:09,1.0,0.75,2020-11-25 19:24:09-05:00,2020-11-25
1,1331754614333599744,realDonaldTrump,Great job Mark! ,3597,"Washington, DC",2020-11-26 00:20:17,1.0,0.75,2020-11-25 19:20:17-05:00,2020-11-25
2,1331751453908742145,realDonaldTrump,"This Election was RIGGED, but we will WIN! ",9705,"Washington, DC",2020-11-26 00:07:44,1.0,0.4,2020-11-25 19:07:44-05:00,2020-11-25
1,1331758249998168067,realDonaldTrump,Have a great life General Flynn! ,12997,"Washington, DC",2020-11-26 00:34:44,0.43125,0.625,2020-11-25 19:34:44-05:00,2020-11-25
0,1331988084636987392,realDonaldTrump,HAPPY THANKSGIVING! ,10238,"Washington, DC",2020-11-26 15:48:01,1.0,1.0,2020-11-26 10:48:01-05:00,2020-11-26
1,1331987171700510720,realDonaldTrump,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",22925,"Washington, DC",2020-11-26 15:44:23,0.0,0.0,2020-11-26 10:44:23-05:00,2020-11-26
0,1332066337833816066,realDonaldTrump,A brilliant woman of courage! ,3693,"Washington, DC",2020-11-26 20:58:58,1.0,1.0,2020-11-26 15:58:58-05:00,2020-11-26
1,1332065775990042625,realDonaldTrump,So much TRUTH! ,3287,"Washington, DC",2020-11-26 20:56:44,0.25,0.2,2020-11-26 15:56:44-05:00,2020-11-26
2,1332065010135281668,realDonaldTrump,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! ",3889,"Washington, DC",2020-11-26 20:53:41,-0.028323412698412685,0.5079365079365079,2020-11-26 15:53:41-05:00,2020-11-26
3,1332062259078721538,realDonaldTrump,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! ",8591,"Washington, DC",2020-11-26 20:42:45,0.49583333333333335,0.8458333333333333,2020-11-26 15:42:45-05:00,2020-11-26
4,1332055759551680523,realDonaldTrump,No thanks! ,10496,"Washington, DC",2020-11-26 20:16:56,-0.125,0.2,2020-11-26 15:16:56-05:00,2020-11-26
0,1332155514386599937,realDonaldTrump,"A must read. Impossible for Biden to have overcome these, and even greater, odds! ",10166,"Washington, DC",2020-11-27 02:53:19,-0.020833333333333315,0.75,2020-11-26 21:53:19-05:00,2020-11-26
0,1332175155104247808,realDonaldTrump,"For purposes of National Security, Section 230 must be immediately terminated!!!",5338,"Washington, DC",2020-11-27 04:11:22,0.0,0.0,2020-11-26 23:11:22-05:00,2020-11-26
1,1332173996134195202,realDonaldTrump,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination!",6707,"Washington, DC",2020-11-27 04:06:45,-0.042857142857142864,0.47500000000000003,2020-11-26 23:06:45-05:00,2020-11-26
2,1332169753004224515,realDonaldTrump,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",14749,"Washington, DC",2020-11-27 03:49:54,0.12142857142857144,0.5428571428571428,2020-11-26 22:49:54-05:00,2020-11-26
0,1332317394165968899,realDonaldTrump,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",18240,"Washington, DC",2020-11-27 13:36:34,0.11499999999999999,0.8225,2020-11-27 08:36:34-05:00,2020-11-27
1,1332317347722498048,realDonaldTrump,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",16051,"Washington, DC",2020-11-27 13:36:23,-0.1,0.07500000000000001,2020-11-27 08:36:23-05:00,2020-11-27
2,1332317341359742978,realDonaldTrump,“President Trump nominates record number of Federal Judges.” @OANN,6901,"Washington, DC",2020-11-27 13:36:22,0.0,0.0,2020-11-27 08:36:22-05:00,2020-11-27
3,1332317320191074304,realDonaldTrump,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! @OANN",13216,"Washington, DC",2020-11-27 13:36:17,0.375,0.43333333333333335,2020-11-27 08:36:17-05:00,2020-11-27
0,1332339212004286464,realDonaldTrump,Yesterday’s news conference being broadcast in full now on @Newsmax. Enjoy!,4453,"Washington, DC",2020-11-27 15:03:16,0.425,0.525,2020-11-27 10:03:16-05:00,2020-11-27
0,1332352538855747584,realDonaldTrump,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia &amp; Milwaukee, massive voter fraud, he’s got a big unsolvable problem!",35550,"Washington, DC",2020-11-27 15:56:13,-0.13888888888888887,0.6,2020-11-27 10:56:13-05:00,2020-11-27
1,1332349861774155778,realDonaldTrump,"Big Tech and the Fake News Media have partnered to Suppress. Freedom of the Press is gone, a thing of the past. That’s why they refuse to report the real facts and figures of the 2020 Election or even, where’s Hunter! ",18413,"Washington, DC",2020-11-27 15:45:35,-0.125,0.41250000000000003,2020-11-27 10:45:35-05:00,2020-11-27
2,1332346370800447489,realDonaldTrump,So much truth! ,17828,"Washington, DC",2020-11-27 15:31:43,0.25,0.2,2020-11-27 10:31:43-05:00,2020-11-27
3,1332345494903861248,realDonaldTrump,All newly rebuilt military! ,12676,"Washington, DC",2020-11-27 15:28:14,0.005681818181818177,0.2772727272727273,2020-11-27 10:28:14-05:00,2020-11-27
0,1332407714304110597,realDonaldTrump,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!",14836,"Washington, DC",2020-11-27 19:35:28,0.1625,0.55,2020-11-27 14:35:28-05:00,2020-11-27
0,1332477653685825536,realDonaldTrump,Rudy Giuliani will be on Greg Kelly Reports. 7:15 P.M. @newsmax,6553,"Washington, DC",2020-11-28 00:13:23,0.0,0.0,2020-11-27 19:13:23-05:00,2020-11-27
1,1332473183677673472,realDonaldTrump,The restaurant business is being absolutely decimated. Congress should step up and help. Time is of the essence!,15114,"Washington, DC",2020-11-27 23:55:37,0.25,0.9,2020-11-27 18:55:37-05:00,2020-11-27
0,1332552283553476608,realDonaldTrump,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching! ",1763,"Washington, DC",2020-11-28 05:09:56,-0.018750000000000006,0.5750000000000001,2020-11-28 00:09:56-05:00,2020-11-28
0,1332713121413214208,realDonaldTrump,So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!,15132,"Washington, DC",2020-11-28 15:49:03,0.6666666666666666,0.65,2020-11-28 10:49:03-05:00,2020-11-28
0,1332754929778368526,realDonaldTrump,Alan Dershowitz: Trump was ‘Absolutely Right‘ to Pardon Michael Flynn  via @BreitbartNews,6900,"Washington, DC",2020-11-28 18:35:11,0.2857142857142857,0.5357142857142857,2020-11-28 13:35:11-05:00,2020-11-28
0,1332778938121203720,realDonaldTrump,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!",1821,"Washington, DC",2020-11-28 20:10:35,-0.3255208333333333,0.7083333333333334,2020-11-28 15:10:35-05:00,2020-11-28
0,1332788716818010114,realDonaldTrump,"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",11207,"Washington, DC",2020-11-28 20:49:26,0.15,0.65,2020-11-28 15:49:26-05:00,2020-11-28
0,1333048188224360451,realDonaldTrump,Will be doing an interview with @MariaBartiromo at 10:00 A.M. on @FoxNews. Enjoy!,4447,"Washington, DC",2020-11-29 14:00:29,0.5,0.5,2020-11-29 09:00:29-05:00,2020-11-29
